Time,Mass,O2,CO,NO2,NO,SO2,WaterTemp2,WaterTemp3,WaterTemp4,GapTemp,InnerWall,HandleTemp,FireTemp,OutsideSurface
0:24:21,4.199,21.27,54.67,0.64,0.36,0.59,26.25,21.81,21.19,0.00,0.00,24.00,23.75,23.00,
0:24:22,4.199,21.30,55.16,0.62,0.37,0.75,26.25,21.75,21.19,0.00,0.00,24.25,23.75,23.00,
0:24:23,4.199,21.27,55.03,0.63,0.37,0.63,26.25,21.81,21.19,0.00,0.00,24.00,23.75,23.00,
0:24:24,4.199,21.33,55.28,0.62,0.33,0.63,26.25,21.81,21.19,0.00,0.00,24.25,23.50,23.00,
0:24:25,4.199,21.33,55.40,0.66,0.36,0.64,26.25,21.75,21.19,0.00,0.00,24.00,23.75,23.00,
0:24:26,4.199,21.24,55.77,0.60,0.37,0.60,26.25,21.75,21.19,0.00,0.00,24.00,23.75,23.00,
0:24:27,4.199,21.36,55.28,0.63,0.32,0.64,26.25,21.75,21.19,0.00,0.00,24.00,23.75,23.00,
0:24:28,4.199,21.30,56.13,0.63,0.35,0.63,26.25,21.81,21.19,0.00,0.00,24.00,23.75,23.00,
0:24:29,4.200,21.27,56.50,0.63,0.33,0.63,26.25,21.75,21.19,0.00,0.00,24.00,23.75,23.00,
0:24:30,4.199,21.36,56.74,0.65,0.33,0.60,26.38,21.75,21.25,0.00,0.00,24.25,23.50,23.00,
0:24:31,4.199,21.27,56.62,0.62,0.36,0.63,26.50,21.75,21.19,0.00,0.00,24.00,23.75,23.25,
0:24:32,4.199,21.36,56.99,0.64,0.32,0.63,26.63,21.81,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:33,4.199,21.30,57.72,0.63,0.32,0.62,26.88,21.81,21.19,0.00,0.00,24.25,23.75,23.00,
0:24:34,4.199,21.21,57.60,0.60,0.33,0.62,26.94,21.81,21.25,0.00,0.00,24.25,23.75,23.25,
0:24:35,4.199,21.30,57.48,0.60,0.33,0.62,27.00,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:36,4.199,21.27,58.09,0.63,0.36,0.63,27.06,21.81,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:37,4.199,21.27,57.97,0.60,0.35,0.60,27.06,21.75,21.25,0.00,0.00,24.00,23.75,23.25,
0:24:39,4.199,21.36,58.21,0.62,0.37,0.63,27.06,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:40,4.199,21.40,58.46,0.63,0.32,0.62,27.06,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:41,4.294,21.33,58.46,0.62,0.33,0.59,27.06,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:42,4.298,21.30,58.70,0.64,0.32,0.64,27.06,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:24:43,4.273,21.27,58.58,0.62,0.32,0.63,27.06,21.75,21.25,0.00,0.00,24.25,23.75,23.25,
0:24:44,4.273,21.27,58.82,0.63,0.37,0.64,27.06,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:45,4.273,21.30,58.82,0.66,0.35,0.65,27.06,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:24:46,4.273,21.36,58.21,0.60,0.36,0.64,27.00,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:47,4.273,21.30,58.82,0.60,0.37,0.63,27.00,21.81,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:48,4.273,21.27,59.07,0.60,0.29,0.59,27.00,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:49,4.274,21.36,59.31,0.62,0.36,0.60,27.00,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:24:50,4.274,21.36,59.56,0.62,0.38,0.63,27.00,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:24:51,4.274,21.18,59.68,0.62,0.37,0.64,27.00,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:52,4.273,21.27,59.31,0.64,0.32,0.64,27.00,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:24:53,4.273,21.30,59.92,0.59,0.37,0.63,27.00,21.81,21.25,0.00,0.00,24.25,23.75,23.00,
0:24:54,4.273,21.40,59.80,0.65,0.37,0.66,27.00,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:24:55,4.273,21.36,60.04,0.62,0.32,0.60,27.00,21.81,21.25,0.00,0.00,24.00,23.75,23.00,
0:24:56,4.273,21.27,60.17,0.59,0.33,0.63,27.00,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:24:57,4.273,21.27,60.29,0.60,0.32,0.65,27.00,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:24:58,4.273,21.06,60.41,0.60,0.36,0.65,27.06,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:00,4.273,21.27,60.17,0.62,0.33,0.63,27.06,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:01,4.273,21.33,60.53,0.64,0.35,0.63,27.06,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:02,4.200,21.33,60.41,0.63,0.36,0.63,27.06,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:25:03,3.481,21.33,60.53,0.62,0.36,0.64,27.06,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:04,2.347,21.27,60.41,0.59,0.36,0.63,27.06,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:05,4.200,21.40,60.53,0.63,0.37,0.64,27.06,21.81,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:06,2.076,21.33,60.78,0.64,0.40,0.64,27.06,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:07,2.076,21.36,60.90,0.60,0.36,0.62,27.06,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:08,0.305,21.33,60.78,0.64,0.37,0.60,27.06,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:09,2.019,21.36,61.02,0.63,0.32,0.63,27.06,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:10,2.146,21.33,61.27,0.62,0.35,0.60,27.00,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:11,2.146,21.24,61.27,0.60,0.38,0.63,27.00,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:12,2.146,21.30,61.27,0.62,0.35,0.63,27.00,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:13,0.356,21.30,61.51,0.62,0.37,0.64,27.00,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:14,1.335,21.33,61.51,0.69,0.33,0.63,27.00,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:15,2.154,21.36,61.88,0.60,0.38,0.63,27.00,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:16,2.288,21.27,61.75,0.60,0.35,0.60,26.94,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:17,2.145,21.40,61.51,0.62,0.33,0.62,26.94,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:18,2.145,21.43,62.00,0.63,0.35,0.60,26.94,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:22,2.145,21.30,62.37,0.64,0.38,0.64,26.88,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:23,2.145,21.33,62.49,0.62,0.36,0.64,26.88,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:24,2.145,21.27,62.85,0.60,0.33,0.60,26.88,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:25,2.144,21.30,62.73,0.60,0.37,0.62,26.81,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:25:26,2.145,21.30,62.85,0.62,0.38,0.62,26.81,21.75,21.25,0.00,0.00,24.25,23.75,23.00,
0:25:27,2.145,21.27,62.98,0.60,0.38,0.64,26.81,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:28,2.145,21.36,63.22,0.60,0.37,0.57,26.81,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:29,2.145,21.24,63.34,0.59,0.32,0.63,26.75,21.75,21.25,0.00,0.00,24.00,23.75,23.00,
0:25:30,2.145,21.33,63.22,0.62,0.33,0.64,26.75,21.75,21.31,0.00,0.00,24.00,23.75,23.25,
0:25:31,2.145,21.33,63.34,0.64,0.37,0.64,26.75,21.75,21.31,0.00,0.00,24.25,23.75,23.25,
0:25:32,0.301,21.30,63.59,0.60,0.27,0.65,26.81,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:33,2.145,21.21,63.95,0.63,0.35,0.60,26.75,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:34,2.152,21.33,63.83,0.65,0.36,0.63,26.81,21.75,21.31,0.00,0.00,24.25,23.75,23.00,
0:25:35,2.146,21.36,64.08,0.62,0.36,0.68,26.81,21.75,21.31,0.00,0.00,24.25,23.75,23.00,
0:25:36,2.146,21.40,64.08,0.63,0.33,0.63,26.81,21.75,21.31,0.00,0.00,24.25,23.75,23.00,
0:25:37,2.146,21.46,64.20,0.63,0.35,0.60,26.75,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:25:38,2.145,21.27,64.81,0.64,0.38,0.64,26.81,21.75,21.31,0.00,0.00,24.25,23.75,23.00,
0:25:39,2.146,21.33,64.93,0.60,0.36,0.62,26.81,21.75,21.31,0.00,0.00,24.00,23.75,23.00,
0:52:46,4.208,21.33,31.82,0.65,0.43,0.66,23.44,21.69,21.63,0.00,0.00,25.00,39.00,23.25,
0:52:47,4.207,21.30,31.57,0.68,0.43,0.64,23.44,21.69,21.63,0.00,0.00,25.00,39.00,23.25,
0:52:48,4.208,21.40,31.33,0.62,0.43,0.66,23.38,21.69,21.63,0.00,0.00,25.00,39.00,23.25,
0:52:49,4.208,21.24,31.21,0.65,0.44,0.66,23.38,21.69,21.63,0.00,0.00,25.00,39.00,23.50,
0:52:50,4.208,21.40,31.09,0.64,0.43,0.64,23.38,21.69,21.63,0.00,0.00,25.00,39.00,23.50,
0:52:51,4.207,21.27,30.60,0.65,0.41,0.63,23.38,21.69,21.63,0.00,0.00,25.00,39.00,23.50,
0:52:52,4.207,21.36,30.47,0.63,0.44,0.64,23.38,21.69,21.63,0.00,0.00,25.00,39.00,23.50,
0:52:53,4.208,21.30,29.62,0.64,0.43,0.66,23.31,21.69,21.63,0.00,0.00,25.00,39.00,23.50,
0:52:54,4.208,21.33,30.11,0.69,0.44,0.63,23.31,21.69,21.63,0.00,0.00,25.00,39.25,23.50,
0:52:55,4.208,21.21,30.23,0.65,0.43,0.68,23.31,21.69,21.63,0.00,0.00,25.25,39.25,23.50,
0:52:56,4.208,21.36,29.86,0.63,0.43,0.62,23.31,21.69,21.63,0.00,0.00,25.00,39.25,23.50,
0:52:57,4.208,21.46,29.86,0.63,0.44,0.63,23.31,21.69,21.63,0.00,0.00,25.00,39.25,23.50,
0:52:58,4.208,21.43,29.86,0.65,0.43,0.64,23.31,21.69,21.63,0.00,0.00,25.25,39.25,23.50,
0:52:59,4.208,21.36,29.50,0.65,0.44,0.68,23.25,21.69,21.63,0.00,0.00,25.25,39.25,23.50,
0:53:00,4.208,21.30,29.25,0.62,0.43,0.66,23.25,21.69,21.63,0.00,0.00,25.00,39.25,23.25,
0:53:01,4.203,21.27,29.25,0.64,0.42,0.63,23.25,21.69,21.63,0.00,0.00,25.25,39.50,23.50,
0:53:02,4.218,21.33,28.89,0.66,0.43,0.62,23.25,21.69,21.63,0.00,0.00,25.25,39.50,23.50,
0:53:03,4.218,21.49,29.01,0.66,0.41,0.65,23.19,21.69,21.56,0.00,0.00,25.00,39.25,23.50,
0:53:04,4.218,21.30,28.76,0.66,0.44,0.62,23.19,21.69,21.63,0.00,0.00,25.00,39.50,23.50,
0:53:37,4.276,21.36,24.49,0.71,0.36,0.66,23.00,21.69,21.63,0.00,0.00,25.00,40.00,23.50,
0:53:38,4.276,21.36,24.12,0.68,0.41,0.63,23.00,21.69,21.63,0.00,0.00,25.00,40.00,23.25,
0:53:39,4.276,21.49,23.75,0.65,0.40,0.64,22.94,21.69,21.63,0.00,0.00,25.00,40.00,23.25,
0:53:40,4.276,21.24,24.00,0.64,0.36,0.60,22.94,21.69,21.63,0.00,0.00,25.25,40.00,23.25,
0:53:41,4.276,21.30,24.00,0.63,0.42,0.60,22.94,21.75,21.63,0.00,0.00,25.00,40.00,23.50,
0:53:42,4.276,21.43,23.75,0.62,0.42,0.64,22.94,21.75,21.63,0.00,0.00,25.25,40.25,23.50,
0:53:43,4.277,21.33,23.75,0.63,0.42,0.63,22.94,21.69,21.63,0.00,0.00,25.00,40.25,23.50,
0:53:44,4.276,21.33,24.36,0.59,0.42,0.62,22.94,21.75,21.63,0.00,0.00,25.00,40.25,23.25,
0:53:45,4.276,21.27,23.39,0.63,0.42,0.62,22.94,21.69,21.63,0.00,0.00,25.00,40.25,23.50,
0:53:46,4.276,21.36,23.26,0.52,0.38,0.63,22.94,21.69,21.63,0.00,0.00,25.25,40.25,23.50,
0:53:47,4.276,21.27,23.26,0.63,0.42,0.62,22.94,21.75,21.63,0.00,0.00,25.00,40.25,23.50,
0:53:48,4.276,21.33,23.26,0.63,0.42,0.64,22.94,21.75,21.63,0.00,0.00,25.00,40.25,23.50,
0:53:49,4.276,21.27,23.14,0.64,0.40,0.63,22.94,21.75,21.63,0.00,0.00,25.00,40.25,23.50,
0:53:50,4.276,21.30,22.65,0.60,0.41,0.64,22.88,21.75,21.63,0.00,0.00,25.00,40.25,23.50,
0:53:51,4.276,21.36,22.78,0.64,0.40,0.64,22.88,21.75,21.63,0.00,0.00,25.00,40.25,23.50,
0:53:52,4.276,21.24,22.65,0.64,0.40,0.64,22.88,21.75,21.63,0.00,0.00,25.00,40.25,23.25,
0:53:53,4.276,21.33,22.41,0.62,0.42,0.63,22.88,21.75,21.63,0.00,0.00,25.00,40.25,23.50,
0:53:54,4.276,21.30,22.41,0.64,0.42,0.70,22.88,21.69,21.63,0.00,0.00,25.00,40.25,23.25,
0:53:55,4.276,21.36,22.41,0.62,0.36,0.64,22.88,21.75,21.63,0.00,0.00,25.00,40.25,23.25,
0:53:56,4.276,21.43,22.65,0.64,0.37,0.64,22.88,21.75,21.63,0.00,0.00,25.00,40.50,23.50,
0:53:57,4.276,21.36,22.41,0.65,0.40,0.64,22.88,21.75,21.63,0.00,0.00,25.00,40.25,23.50,
0:53:58,4.276,21.33,22.04,0.64,0.40,0.64,22.88,21.75,21.63,0.00,0.00,25.00,40.25,23.25,
0:53:59,4.276,21.27,21.92,0.62,0.40,0.62,22.81,21.75,21.63,0.00,0.00,25.00,40.50,23.25,
0:54:00,4.276,21.27,21.92,0.60,0.41,0.65,22.81,21.75,21.63,0.00,0.00,25.00,40.50,23.50,
0:55:15,4.275,21.33,16.06,0.66,0.37,0.64,22.50,21.69,21.63,0.00,0.00,25.00,41.75,23.50,
0:55:16,4.275,21.30,15.44,0.65,0.33,0.63,22.50,21.69,21.63,0.00,0.00,25.00,41.75,23.50,
0:55:17,4.275,21.40,15.32,0.66,0.35,0.63,22.44,21.69,21.63,0.00,0.00,25.00,41.75,23.50,
0:55:18,4.275,21.27,15.44,0.65,0.31,0.63,22.44,21.69,21.63,0.00,0.00,25.00,41.75,23.50,
0:55:19,4.275,21.40,15.57,0.62,0.37,0.63,22.44,21.69,21.63,0.00,0.00,25.00,42.00,23.50,
0:55:20,4.275,21.36,15.81,0.64,0.33,0.63,22.44,21.69,21.63,0.00,0.00,25.00,41.75,23.50,
0:55:21,4.275,21.30,15.57,0.64,0.33,0.63,22.44,21.69,21.63,0.00,0.00,25.00,42.00,23.50,
0:55:22,4.275,21.30,15.08,0.63,0.31,0.60,22.44,21.69,21.63,0.00,0.00,25.00,41.75,23.50,
0:55:23,4.275,21.30,15.44,0.62,0.36,0.64,22.44,21.69,21.56,0.00,0.00,25.00,41.75,23.50,
0:55:24,4.275,21.46,15.20,0.64,0.33,0.65,22.44,21.69,21.63,0.00,0.00,25.00,41.75,23.50,
0:55:25,4.275,21.46,15.20,0.63,0.35,0.62,22.44,21.69,21.63,0.00,0.00,25.00,41.75,23.50,
0:55:26,4.275,21.40,15.44,0.63,0.36,0.64,22.44,21.69,21.63,0.00,0.00,25.00,42.00,23.50,
0:55:27,4.275,21.43,14.96,0.63,0.31,0.63,22.44,21.69,21.56,0.00,0.00,25.00,42.00,23.50,
0:55:28,4.275,21.36,14.71,0.65,0.32,0.63,22.44,21.69,21.63,0.00,0.00,25.00,42.00,23.50,
0:55:29,4.275,21.15,14.96,0.63,0.36,0.64,22.44,21.69,21.63,0.00,0.00,25.00,41.75,23.50,
0:55:30,4.275,21.33,14.83,0.64,0.33,0.63,22.44,21.69,21.56,0.00,0.00,25.00,42.00,23.50,
0:55:31,4.275,21.30,15.08,0.60,0.32,0.60,22.38,21.69,21.63,0.00,0.00,25.00,42.00,23.50,
0:55:32,4.276,21.36,14.83,0.64,0.35,0.63,22.38,21.69,21.56,0.00,0.00,25.00,42.00,23.50,
0:55:33,4.275,21.36,14.35,0.63,0.36,0.62,22.38,21.69,21.56,0.00,0.00,25.00,42.00,23.50,
0:55:34,4.275,21.21,14.35,0.64,0.32,0.63,22.44,21.69,21.56,0.00,0.00,25.00,42.00,23.50,
0:55:35,4.275,21.27,14.35,0.65,0.31,0.63,22.38,21.69,21.63,0.00,0.00,25.00,42.00,23.50,
0:55:36,4.275,21.30,14.10,0.60,0.33,0.64,22.38,21.69,21.56,0.00,0.00,25.00,42.00,23.50,
0:55:37,4.275,21.33,14.59,0.63,0.35,0.65,22.38,21.69,21.56,0.00,0.00,25.00,42.00,23.50,
0:56:24,4.274,21.33,12.15,0.64,0.35,0.64,22.25,21.69,21.63,0.00,0.00,25.25,42.50,23.50,
0:56:25,4.275,21.30,12.27,0.65,0.29,0.65,22.25,21.69,21.63,0.00,0.00,25.00,42.50,23.50,
0:56:26,4.275,21.36,12.02,0.64,0.31,0.60,22.25,21.69,21.63,0.00,0.00,25.00,42.50,23.50,
0:56:27,4.274,21.30,11.78,0.64,0.32,0.64,22.25,21.69,21.63,0.00,0.00,25.00,42.50,23.50,
0:56:28,4.275,21.30,11.90,0.64,0.30,0.63,22.25,21.69,21.56,0.00,0.00,25.00,42.50,23.50,
0:56:29,4.275,21.40,11.90,0.62,0.31,0.62,22.19,21.69,21.63,0.00,0.00,25.00,42.50,23.50,
0:56:30,4.275,21.30,11.66,0.63,0.33,0.63,22.19,21.69,21.63,0.00,0.00,25.00,42.50,23.50,
0:56:31,4.275,21.49,11.66,0.63,0.33,0.64,22.25,21.69,21.63,0.00,0.00,25.25,42.50,23.50,
0:56:32,4.275,21.36,11.90,0.60,0.30,0.63,22.19,21.69,21.63,0.00,0.00,25.00,42.50,23.50,
0:56:33,4.275,21.36,11.41,0.64,0.31,0.63,22.19,21.69,21.63,0.00,0.00,25.00,42.50,23.50,
0:56:34,4.274,21.33,11.78,0.64,0.32,0.63,22.19,21.69,21.56,0.00,0.00,25.00,42.50,23.50,
0:56:35,4.274,21.40,11.53,0.63,0.30,0.64,22.19,21.69,21.56,0.00,0.00,25.25,42.50,23.50,
0:56:36,4.274,21.30,11.66,0.62,0.30,0.62,22.19,21.69,21.63,0.00,0.00,25.25,42.50,23.50,
0:56:37,4.275,21.33,11.29,0.59,0.32,0.62,22.19,21.69,21.56,0.00,0.00,25.00,42.50,23.50,
0:56:38,4.275,21.33,11.29,0.63,0.30,0.64,22.19,21.69,21.63,0.00,0.00,25.00,42.75,23.50,
0:56:39,4.274,21.30,11.41,0.63,0.32,0.64,22.19,21.69,21.63,0.00,0.00,25.25,42.75,23.50,
0:56:40,4.275,21.33,11.53,0.62,0.35,0.63,22.19,21.69,21.56,0.00,0.00,25.25,42.75,23.50,
0:56:41,4.274,21.40,11.17,0.60,0.35,0.66,22.19,21.69,21.56,0.00,0.00,25.25,42.75,23.50,
0:56:42,4.275,21.30,11.41,0.63,0.32,0.65,22.19,21.69,21.56,0.00,0.00,25.25,42.75,23.50,
0:56:43,4.274,21.30,11.29,0.59,0.29,0.65,22.19,21.69,21.56,0.00,0.00,25.25,42.75,23.50,
0:56:44,4.274,21.36,11.17,0.64,0.30,0.65,22.19,21.69,21.56,0.00,0.00,25.25,42.75,23.50,
0:56:45,4.274,21.30,11.17,0.62,0.30,0.64,22.19,21.69,21.56,0.00,0.00,25.25,42.75,23.50,
0:56:46,4.275,21.24,11.29,0.62,0.36,0.64,22.13,21.69,21.56,0.00,0.00,25.25,42.75,23.50,
0:56:47,4.274,21.30,10.92,0.58,0.33,0.63,22.13,21.69,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:31,4.274,21.33,9.70,0.62,0.30,0.60,22.00,21.69,21.56,0.00,0.00,25.25,43.00,23.75,
0:57:32,4.275,21.30,9.46,0.63,0.31,0.68,22.00,21.63,21.56,0.00,0.00,25.25,43.00,23.75,
0:57:33,4.274,21.30,9.58,0.63,0.32,0.64,22.00,21.63,21.56,0.00,0.00,25.25,43.00,23.50,
0:57:34,4.274,21.33,9.34,0.62,0.32,0.60,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.75,
0:57:35,4.275,21.33,9.46,0.64,0.31,0.65,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.75,
0:57:36,4.275,21.27,9.46,0.64,0.33,0.64,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:37,4.274,21.24,9.58,0.64,0.31,0.64,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:38,4.274,21.40,9.58,0.62,0.33,0.65,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:39,4.274,21.40,9.46,0.63,0.35,0.63,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.75,
0:57:40,4.275,21.36,9.34,0.64,0.30,0.60,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:41,4.274,21.36,9.58,0.64,0.32,0.64,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:42,4.274,21.43,9.46,0.63,0.29,0.59,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.75,
0:57:43,4.274,21.36,9.34,0.65,0.32,0.63,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.75,
0:57:44,4.274,21.36,9.34,0.64,0.33,0.63,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:45,4.274,21.30,9.34,0.62,0.29,0.64,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:46,4.274,21.43,9.34,0.63,0.31,0.65,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:47,4.274,21.43,9.21,0.62,0.33,0.63,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:48,4.275,21.43,9.21,0.62,0.32,0.62,22.00,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:57:49,4.274,21.30,9.21,0.65,0.32,0.65,21.94,21.63,21.56,0.00,0.00,25.25,42.75,23.50,
0:58:58,4.273,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.69,21.56,0.00,0.00,25.50,43.00,23.75,
0:58:59,4.273,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.63,21.56,0.00,0.00,25.50,43.00,23.75,
0:59:00,4.274,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.63,21.56,0.00,0.00,25.50,43.00,23.75,
0:59:01,4.274,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.63,21.56,0.00,0.00,25.50,43.00,23.75,
0:59:02,4.274,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.69,21.56,0.00,0.00,25.50,43.00,23.75,
0:59:03,4.273,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.63,21.56,0.00,0.00,25.50,43.00,23.75,
0:59:04,4.273,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.63,21.56,0.00,0.00,25.50,43.00,23.75,
0:59:05,4.274,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.63,21.56,0.00,0.00,25.50,43.00,23.75,
0:59:06,4.273,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.63,21.56,0.00,0.00,25.75,43.00,23.75,
0:59:07,4.274,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.69,21.56,0.00,0.00,25.50,43.00,23.75,
0:59:08,4.273,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.69,21.56,0.00,0.00,25.75,43.00,23.50,
0:59:09,4.273,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.69,21.56,0.00,0.00,25.75,43.00,23.75,
0:59:10,4.274,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.69,21.56,0.00,0.00,25.50,43.00,23.75,
0:59:11,4.273,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.69,21.56,0.00,0.00,25.75,43.00,23.50,
0:59:12,4.274,-6.25,-25.00,-2.49,-2.50,-2.50,21.88,21.69,21.56,0.00,0.00,25.50,43.00,23.50,
0:59:13,4.273,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.69,21.56,0.00,0.00,25.75,43.00,23.75,
0:59:14,4.273,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.63,21.56,0.00,0.00,25.50,43.00,23.75,
0:59:15,4.274,-6.25,-25.00,-2.50,-2.50,-2.50,21.88,21.69,21.56,0.00,0.00,25.75,43.00,23.50,

